report_id,report_type,site,activity,report_text,language,sif_potential,precursor,evidence,life_saving_rule,priority,human_review
V3-1300,Unsafe Condition,Tank Farm,pipeline repair,"shortly after the crew arrived, at the Tank Farm, a vehicle operator was involved in pipeline repair near the valve station. The worker or crew positioned personnel closer to the active equipment than permitted. This created a situation involving loss of separation from operating machinery. The supervisor stopped the activity and moved the crew to a safe location.",English,YES,Energy exposure,Unexpected hazard identified,Hot Work,High,Yes
V3-1495,Unsafe Condition,Tank Farm,vehicle movement,"during the afternoon shift, at the Tank Farm, a maintenance technician was involved in vehicle movement near the pump area. The worker or crew approached the operating equipment without maintaining the expected separation. This created a situation involving uncontrolled movement of a suspended load. The supervisor intervened before the task could continue.",English,YES,Unsafe positioning,Control not verified,Energy Isolation,High,Yes
V3-1163,Near Miss,Compressor Station 2,electrical maintenance,"at the start of the work period, at the Compressor Station 2, a field operator was involved in electrical maintenance near the process line. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving unexpected pressure in the process line. The operation was halted until the required protection was established.",English,YES,Barrier failure,Personnel exposed to hazard,Confined Space,Critical,Yes
V3-0978,Near Miss,Tank Farm,crane operation,"shortly after the crew arrived, at the Tank Farm, a maintenance technician was involved in crane operation near the electrical room. The worker or crew started the task before the required control had been confirmed. This created a situation involving possible release of stored energy. The supervisor intervened before the task could continue.",English,YES,Unsafe positioning,Unsafe position observed,Confined Space,High,Yes
V3-0114,Unsafe Act,Maintenance Workshop,crane operation,"while preparing the work area, at the Maintenance Workshop, A worker reported a minor equipment defect that did not affect the active task and the item was tagged for follow-up. The observation was associated with crane operation near the storage area. The equipment remained isolated from personnel activity. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,No personnel exposure,Energy Isolation,Routine,No
V3-0411,Unsafe Act,Production Area B,welding,"during routine field activity, at the Production Area B, A worker noticed a loose hand tool on the work platform and secured it before the task began. The observation was associated with welding near the workshop. The task had not started when the issue was identified. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Precaution confirmed,Hot Work,Low,No
V3-1466,Unsafe Act,Production Area B,pipeline repair,"before the evening shutdown, at the Production Area B, the site team was involved in pipeline repair near the compressor bay. The worker or crew approached the operating equipment without maintaining the expected separation. This created a situation involving unexpected movement of equipment. The area was isolated while the condition was investigated.",English,YES,Energy exposure,Control not verified,Energy Isolation,Critical,Yes
V3-0849,Unsafe Condition,Gas Processing Unit,vessel cleaning,"during a planned maintenance window, at the Gas Processing Unit, the site team was involved in vessel cleaning near the utility yard. The worker or crew began work before the isolation status was fully verified. This created a situation involving possible release of stored energy. The supervisor intervened before the task could continue.",English,YES,Energy exposure,Barrier ineffective,Energy Isolation,Critical,Yes
V3-0390,Unsafe Condition,Utility Section,pipeline repair,"during a planned maintenance window, at the Utility Section, a vehicle operator was involved in pipeline repair near the loading point. Before the task progressed, the team reviewed the work instructions before starting. The planned precautions were maintained. The work proceeded without an uncontrolled change in conditions.",English,NO,No credible precursor identified,Procedure followed,Energy Isolation,Low,No
V3-1444,Near Miss,Pipeline Station 3,tank entry,"during the afternoon shift, at the Pipeline Station 3, a welding crew was involved in tank entry near the maintenance area. The worker or crew started the operation while another crew was still working inside the affected area. This created a situation involving unexpected movement of equipment. The operation was halted until the required protection was established.",English,YES,Energy exposure,Unexpected hazard identified,Confined Space,Critical,Yes
V3-0630,Near Miss,Refinery Area A,tank entry,"at the start of the work period, at the Refinery Area A, the electrical crew was involved in tank entry near the equipment bay. Before the task progressed, the team checked the condition of the equipment before use. The supervisor remained available. The work proceeded without an uncontrolled change in conditions.",English,NO,No credible precursor identified,Work area controlled,Hot Work,Low,No
V3-0153,Unsafe Condition,Loading Terminal,vehicle movement,"during routine field activity, at the Loading Terminal, the maintenance group was involved in vehicle movement near the elevated work platform. Before the task progressed, the team reviewed the work instructions before starting. The planned precautions were maintained. The observation did not identify a credible high-consequence exposure.",English,NO,No credible precursor identified,Control verified,Confined Space,Routine,No
V3-0881,Unsafe Act,Utility Section,grinding,"during the afternoon shift, at the Utility Section, a vehicle operator was involved in grinding near the pump area. The worker or crew proceeded with the task after an unexpected change in conditions. This created a situation involving loss of separation from operating machinery. The crew stopped work and the control measures were reviewed.",English,YES,Energy exposure,Unexpected hazard identified,Confined Space,Critical,Yes
V3-0121,Unsafe Act,Refinery Area A,vehicle movement,"while preparing the work area, at the Refinery Area A, A temporary access obstruction was identified and removed before personnel entered the area. The observation was associated with vehicle movement near the tank farm. No person was exposed to the condition. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Energy Isolation,Routine,No
V3-0669,Unsafe Condition,Pipeline Station 3,grinding,"during a planned maintenance window, at the Pipeline Station 3, A warning sign had shifted from its original position and was restored before work started. The observation was associated with grinding near the process line. The crew maintained the required separation throughout. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,No personnel exposure,Hot Work,Routine,No
V3-0822,Unsafe Condition,Drilling Site,vehicle movement,"shortly after the crew arrived, at the Drilling Site, a vehicle operator was involved in vehicle movement near the tank farm. The worker or crew continued the activity after a required barrier was found to be ineffective. This created a situation involving an active energy source that had not been fully controlled. The area was isolated while the condition was investigated.",English,YES,Control failure,Personnel exposed to hazard,Hot Work,High,Yes
V3-0031,Near Miss,Loading Terminal,crane operation,"during routine field activity, at the Loading Terminal, A worker noticed a loose hand tool on the work platform and secured it before the task began. The observation was associated with crane operation near the loading point. The observation involved housekeeping rather than an active energy source. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Line of Fire,Routine,No
V3-0284,Near Miss,Loading Terminal,compressor maintenance,"during the morning shift, at the Loading Terminal, the lifting team was involved in compressor maintenance near the utility yard. Before the task progressed, the team inspected the surrounding area before beginning. The supervisor remained available. The activity continued under the planned controls.",English,NO,No credible precursor identified,No personnel exposure,Hot Work,Routine,No
V3-0285,Unsafe Act,Refinery Area A,tank entry,"during routine field activity, at the Refinery Area A, A routine inspection identified a small housekeeping deviation with no personnel exposure. The observation was associated with tank entry near the compressor bay. The observation involved housekeeping rather than an active energy source. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Energy Isolation,Low,No
V3-1328,Unsafe Condition,Tank Farm,pipeline repair,"during a planned maintenance window, at the Tank Farm, a maintenance technician was involved in pipeline repair near the workshop. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving unexpected pressure in the process line. Work was suspended until the missing control was restored.",English,YES,Unsafe positioning,Barrier ineffective,Energy Isolation,High,Yes
V3-0574,Unsafe Condition,Gas Processing Unit,electrical maintenance,"during the afternoon shift, at the Gas Processing Unit, A worker noticed a loose hand tool on the work platform and secured it before the task began. The observation was associated with electrical maintenance near the compressor bay. The equipment remained isolated from personnel activity. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Precaution confirmed,Hot Work,Low,No
V3-1383,Near Miss,Utility Section,crane operation,"before the evening shutdown, at the Utility Section, a contractor was involved in crane operation near the pump area. The worker or crew continued the activity after a required barrier was found to be ineffective. This created a situation involving uncontrolled movement of a suspended load. The supervisor intervened before the task could continue.",English,YES,Energy exposure,Unexpected hazard identified,Line of Fire,High,Yes
V3-0393,Near Miss,Maintenance Workshop,welding,"while preparing the work area, at the Maintenance Workshop, a contractor was involved in welding near the utility yard. Before the task progressed, the team confirmed that the access route was clear. The work area remained controlled. No significant control breakdown was identified.",English,NO,No credible precursor identified,No personnel exposure,Line of Fire,Low,No
V3-0139,Near Miss,Compressor Station 2,tank entry,"during routine field activity, at the Compressor Station 2, A worker reported a minor equipment defect that did not affect the active task and the item was tagged for follow-up. The observation was associated with tank entry near the tank farm. No person was exposed to the condition. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,No personnel exposure,Energy Isolation,Routine,No
V3-0133,Safety Observation,Production Area B,pipeline repair,"while preparing the work area, at the Production Area B, A small housekeeping issue was observed beside the work area and was corrected immediately. The observation was associated with pipeline repair near the compressor bay. The observation involved housekeeping rather than an active energy source. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Energy Isolation,Routine,No
V3-0440,Safety Observation,Refinery Area A,welding,"during routine field activity, at the Refinery Area A, a vehicle operator was involved in welding near the maintenance area. Before the task progressed, the team checked the condition of the equipment before use. The work authorization was valid. No hazardous deviation was observed.",English,NO,No credible precursor identified,Control verified,Confined Space,Low,No
V3-0409,Near Miss,Drilling Site,crane operation,"shortly after the crew arrived, at the Drilling Site, A worker noticed a loose hand tool on the work platform and secured it before the task began. The observation was associated with crane operation near the storage area. The observation involved housekeeping rather than an active energy source. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Procedure followed,Hot Work,Low,No
V3-0213,Unsafe Act,Gas Processing Unit,welding,"during a planned maintenance window, at the Gas Processing Unit, The crew found minor surface damage on a non-critical component during inspection and reported it for maintenance. The observation was associated with welding near the storage area. No person was exposed to the condition. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Precaution confirmed,Energy Isolation,Low,No
V3-1187,Unsafe Act,Loading Terminal,electrical maintenance,"while preparing the work area, at the Loading Terminal, a maintenance technician was involved in electrical maintenance near the elevated work platform. The worker or crew began work before the isolation status was fully verified. This created a situation involving unexpected movement of equipment. Work was suspended until the missing control was restored.",English,YES,Unsafe positioning,Unsafe position observed,Confined Space,High,Yes
V3-0768,Unsafe Act,Loading Terminal,grinding,"during routine field activity, at the Loading Terminal, a vehicle operator was involved in grinding near the compressor bay. The worker or crew entered the restricted area before the required authorization was confirmed. This created a situation involving an active energy source that had not been fully controlled. The activity was paused and the affected equipment was secured.",English,YES,Unsafe positioning,Unsafe position observed,Confined Space,High,Yes
V3-0831,Unsafe Condition,Tank Farm,crane operation,"during a planned maintenance window, at the Tank Farm, a maintenance technician was involved in crane operation near the utility yard. The worker or crew began work before the isolation status was fully verified. This created a situation involving uncontrolled movement of a suspended load. The crew stopped work and the control measures were reviewed.",English,YES,Control failure,Unexpected hazard identified,Line of Fire,High,Yes
V3-0682,Unsafe Condition,Utility Section,tank entry,"during a planned maintenance window, at the Utility Section, a vehicle operator was involved in tank entry near the equipment bay. Before the task progressed, the team verified the required authorization. The required safeguards were available. The activity continued under the planned controls.",English,NO,No credible precursor identified,Precaution confirmed,Confined Space,Low,No
V3-0414,Safety Observation,Maintenance Workshop,vessel cleaning,"during the afternoon shift, at the Maintenance Workshop, A routine inspection identified a small housekeeping deviation with no personnel exposure. The observation was associated with vessel cleaning near the process line. The condition was corrected before it could affect the work. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Procedure followed,Hot Work,Routine,No
V3-1090,Near Miss,Drilling Site,compressor maintenance,"during the morning shift, at the Drilling Site, the lifting team was involved in compressor maintenance near the valve station. The worker or crew proceeded with the task after an unexpected change in conditions. This created a situation involving movement of a vehicle through the work area. The crew stopped work and the control measures were reviewed.",English,YES,Unsafe positioning,Control not verified,Hot Work,High,Yes
V3-0834,Unsafe Condition,Gas Processing Unit,electrical maintenance,"during the afternoon shift, at the Gas Processing Unit, the site team was involved in electrical maintenance near the tank farm. The worker or crew positioned personnel closer to the active equipment than permitted. This created a situation involving unexpected pressure in the process line. The supervisor intervened before the task could continue.",English,YES,Unsafe positioning,Barrier ineffective,Hot Work,High,Yes
V3-0610,Near Miss,Maintenance Workshop,crane operation,"shortly after the crew arrived, at the Maintenance Workshop, A routine inspection identified a small housekeeping deviation with no personnel exposure. The observation was associated with crane operation near the electrical room. The affected item was outside the active work path. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,No personnel exposure,Hot Work,Low,No
V3-0561,Unsafe Act,Production Area B,crane operation,"during routine field activity, at the Production Area B, a maintenance technician was involved in crane operation near the equipment bay. Before the task progressed, the team confirmed that the access route was clear. The required separation was maintained. No significant control breakdown was identified.",English,NO,No credible precursor identified,Control verified,Line of Fire,Routine,No
V3-1011,Unsafe Condition,Gas Processing Unit,crane operation,"at the start of the work period, at the Gas Processing Unit, a welding crew was involved in crane operation near the workshop. The worker or crew started the task before the required control had been confirmed. This created a situation involving loss of separation from operating machinery. The team withdrew from the area and reassessed the work conditions.",English,YES,Barrier failure,Unexpected hazard identified,Line of Fire,High,Yes
V3-0982,Unsafe Act,Pipeline Station 3,tank entry,"at the start of the work period, at the Pipeline Station 3, the electrical crew was involved in tank entry near the compressor bay. The worker or crew started the operation while another crew was still working inside the affected area. This created a situation involving exposure to an energized component. The team withdrew from the area and reassessed the work conditions.",English,YES,Unsafe positioning,Barrier ineffective,Confined Space,High,Yes
V3-1113,Near Miss,Refinery Area A,vessel cleaning,"at the start of the work period, at the Refinery Area A, a maintenance technician was involved in vessel cleaning near the compressor bay. The worker or crew started the task before the required control had been confirmed. This created a situation involving an active energy source that had not been fully controlled. Work was suspended until the missing control was restored.",English,YES,Barrier failure,Unsafe position observed,Confined Space,Critical,Yes
V3-0452,Unsafe Condition,Compressor Station 2,pipeline repair,"during routine field activity, at the Compressor Station 2, A temporary access obstruction was identified and removed before personnel entered the area. The observation was associated with pipeline repair near the workshop. The equipment remained isolated from personnel activity. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Procedure followed,Line of Fire,Low,No
V3-0276,Safety Observation,Gas Processing Unit,compressor maintenance,"before the evening shutdown, at the Gas Processing Unit, the inspection team was involved in compressor maintenance near the compressor bay. Before the task progressed, the team inspected the surrounding area before beginning. The work authorization was valid. No hazardous deviation was observed.",English,NO,No credible precursor identified,Work area controlled,Hot Work,Routine,No
V3-0797,Unsafe Condition,Pipeline Station 3,crane operation,"while preparing the work area, at the Pipeline Station 3, the electrical crew was involved in crane operation near the production unit. The worker or crew continued the activity after a required barrier was found to be ineffective. This created a situation involving an unplanned change in the work environment. The operation was halted until the required protection was established.",English,YES,Uncontrolled hazard,Barrier ineffective,Energy Isolation,Critical,Yes
V3-0988,Near Miss,Maintenance Workshop,welding,"while preparing the work area, at the Maintenance Workshop, the lifting team was involved in welding near the elevated work platform. The worker or crew entered the restricted area before the required authorization was confirmed. This created a situation involving unexpected movement of equipment. The supervisor stopped the activity and moved the crew to a safe location.",English,YES,Barrier failure,Unsafe position observed,Energy Isolation,High,Yes
V3-1440,Unsafe Act,Production Area B,electrical maintenance,"before the evening shutdown, at the Production Area B, the lifting team was involved in electrical maintenance near the electrical room. The worker or crew began work before the isolation status was fully verified. This created a situation involving an active energy source that had not been fully controlled. The crew stopped work and the control measures were reviewed.",English,YES,Uncontrolled hazard,Personnel exposed to hazard,Line of Fire,Critical,Yes
V3-1355,Unsafe Act,Pipeline Station 3,vehicle movement,"during the afternoon shift, at the Pipeline Station 3, the site team was involved in vehicle movement near the loading point. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving unexpected pressure in the process line. The supervisor intervened before the task could continue.",English,YES,Energy exposure,Personnel exposed to hazard,Hot Work,Critical,Yes
V3-0598,Unsafe Condition,Refinery Area A,pipeline repair,"during a planned maintenance window, at the Refinery Area A, A worker reported a minor equipment defect that did not affect the active task and the item was tagged for follow-up. The observation was associated with pipeline repair near the equipment bay. The observation involved housekeeping rather than an active energy source. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Hot Work,Routine,No
V3-0351,Unsafe Act,Production Area B,lifting operation,"before the evening shutdown, at the Production Area B, A small housekeeping issue was observed beside the work area and was corrected immediately. The observation was associated with lifting operation near the workshop. The observation involved housekeeping rather than an active energy source. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Work area controlled,Confined Space,Routine,No
V3-0502,Safety Observation,Refinery Area A,electrical maintenance,"during the afternoon shift, at the Refinery Area A, a vehicle operator was involved in electrical maintenance near the production unit. Before the task progressed, the team completed the pre-job safety discussion. The work area remained controlled. The planned barriers remained effective during the observation.",English,NO,No credible precursor identified,Precaution confirmed,Energy Isolation,Routine,No
V3-1097,Unsafe Condition,Pipeline Station 3,crane operation,"during a planned maintenance window, at the Pipeline Station 3, a contractor was involved in crane operation near the valve station. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving unexpected pressure in the process line. Work was suspended until the missing control was restored.",English,YES,Unsafe positioning,Personnel exposed to hazard,Hot Work,High,Yes
V3-1268,Unsafe Act,Drilling Site,compressor maintenance,"at the start of the work period, at the Drilling Site, the maintenance group was involved in compressor maintenance near the pipeline corridor. The worker or crew started the operation while another crew was still working inside the affected area. This created a situation involving unexpected pressure in the process line. The area was isolated while the condition was investigated.",English,YES,Unsafe positioning,Control not verified,Confined Space,Critical,Yes
V3-1206,Unsafe Act,Utility Section,compressor maintenance,"during a planned maintenance window, at the Utility Section, a contractor was involved in compressor maintenance near the process line. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving loss of separation from operating machinery. Work was suspended until the missing control was restored.",English,YES,Barrier failure,Barrier ineffective,Confined Space,High,Yes
V3-0937,Unsafe Condition,Pipeline Station 3,lifting operation,"during the morning shift, at the Pipeline Station 3, the inspection team was involved in lifting operation near the pump area. The worker or crew continued the activity after a required barrier was found to be ineffective. This created a situation involving an active energy source that had not been fully controlled. The team withdrew from the area and reassessed the work conditions.",English,YES,Unsafe positioning,Unsafe position observed,Energy Isolation,Critical,Yes
V3-1036,Near Miss,Production Area B,compressor maintenance,"before the evening shutdown, at the Production Area B, the site team was involved in compressor maintenance near the electrical room. The worker or crew approached the operating equipment without maintaining the expected separation. This created a situation involving unexpected pressure in the process line. The activity was paused and the affected equipment was secured.",English,YES,Unsafe positioning,Unexpected hazard identified,Energy Isolation,High,Yes
V3-0192,Unsafe Condition,Pipeline Station 3,lifting operation,"during routine field activity, at the Pipeline Station 3, a contractor was involved in lifting operation near the compressor bay. Before the task progressed, the team checked the condition of the equipment before use. The work area remained controlled. The surrounding conditions remained stable throughout the task.",English,NO,No credible precursor identified,Work area controlled,Hot Work,Routine,No
V3-0442,Safety Observation,Gas Processing Unit,welding,"during the morning shift, at the Gas Processing Unit, the inspection team was involved in welding near the maintenance area. Before the task progressed, the team confirmed that the access route was clear. The access controls remained in place. No significant control breakdown was identified.",English,NO,No credible precursor identified,Precaution confirmed,Hot Work,Routine,No
V3-1010,Unsafe Condition,Compressor Station 2,compressor maintenance,"shortly after the crew arrived, at the Compressor Station 2, a maintenance technician was involved in compressor maintenance near the maintenance area. The worker or crew started the operation while another crew was still working inside the affected area. This created a situation involving temporary loss of a protective barrier. The supervisor stopped the activity and moved the crew to a safe location.",English,YES,Barrier failure,Unsafe position observed,Line of Fire,High,Yes
V3-0919,Near Miss,Tank Farm,electrical maintenance,"before the evening shutdown, at the Tank Farm, a welding crew was involved in electrical maintenance near the workshop. The worker or crew started the task before the required control had been confirmed. This created a situation involving an active energy source that had not been fully controlled. The team withdrew from the area and reassessed the work conditions.",English,YES,Control failure,Personnel exposed to hazard,Energy Isolation,Critical,Yes
V3-0995,Unsafe Act,Production Area B,tank entry,"during a planned maintenance window, at the Production Area B, the lifting team was involved in tank entry near the valve station. The worker or crew positioned personnel closer to the active equipment than permitted. This created a situation involving an active energy source that had not been fully controlled. The activity was paused and the affected equipment was secured.",English,YES,Control failure,Unexpected hazard identified,Hot Work,High,Yes
V3-0028,Safety Observation,Refinery Area A,welding,"during routine field activity, at the Refinery Area A, A worker reported a minor equipment defect that did not affect the active task and the item was tagged for follow-up. The observation was associated with welding near the loading point. The task had not started when the issue was identified. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Procedure followed,Energy Isolation,Low,No
V3-0969,Near Miss,Utility Section,grinding,"during routine field activity, at the Utility Section, a vehicle operator was involved in grinding near the compressor bay. The worker or crew entered the restricted area before the required authorization was confirmed. This created a situation involving exposure to an energized component. The operation was halted until the required protection was established.",English,YES,Control failure,Unexpected hazard identified,Hot Work,Critical,Yes
V3-0892,Near Miss,Tank Farm,vehicle movement,"before the evening shutdown, at the Tank Farm, a field operator was involved in vehicle movement near the pipeline corridor. The worker or crew entered the restricted area before the required authorization was confirmed. This created a situation involving unexpected movement of equipment. The crew stopped work and the control measures were reviewed.",English,YES,Unsafe positioning,Unexpected hazard identified,Hot Work,High,Yes
V3-1418,Unsafe Act,Utility Section,welding,"at the start of the work period, at the Utility Section, the maintenance group was involved in welding near the production unit. The worker or crew continued the activity after a required barrier was found to be ineffective. This created a situation involving an active energy source that had not been fully controlled. The operation was halted until the required protection was established.",English,YES,Uncontrolled hazard,Unsafe position observed,Energy Isolation,Critical,Yes
V3-0174,Near Miss,Utility Section,pipeline repair,"during a planned maintenance window, at the Utility Section, a field operator was involved in pipeline repair near the process line. Before the task progressed, the team reviewed the isolation status before starting. The required separation was maintained. The planned barriers remained effective during the observation.",English,NO,No credible precursor identified,Work area controlled,Confined Space,Routine,No
V3-0333,Unsafe Condition,Tank Farm,welding,"during routine field activity, at the Tank Farm, A routine inspection identified a small housekeeping deviation with no personnel exposure. The observation was associated with welding near the equipment bay. The condition was corrected before it could affect the work. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,No personnel exposure,Hot Work,Routine,No
V3-0639,Safety Observation,Drilling Site,vehicle movement,"during routine field activity, at the Drilling Site, the inspection team was involved in vehicle movement near the pump area. Before the task progressed, the team inspected the surrounding area before beginning. The access controls remained in place. The activity continued under the planned controls.",English,NO,No credible precursor identified,Work area controlled,Hot Work,Low,No
V3-1488,Unsafe Act,Tank Farm,vessel cleaning,"while preparing the work area, at the Tank Farm, a welding crew was involved in vessel cleaning near the compressor bay. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving temporary loss of a protective barrier. The operation was halted until the required protection was established.",English,YES,Uncontrolled hazard,Control not verified,Line of Fire,Critical,Yes
V3-0270,Near Miss,Tank Farm,crane operation,"shortly after the crew arrived, at the Tank Farm, the site team was involved in crane operation near the storage area. Before the task progressed, the team checked the condition of the lifting equipment. The access controls remained in place. No significant control breakdown was identified.",English,NO,No credible precursor identified,Procedure followed,Energy Isolation,Low,No
V3-0701,Safety Observation,Drilling Site,lifting operation,"during the morning shift, at the Drilling Site, A temporary access obstruction was identified and removed before personnel entered the area. The observation was associated with lifting operation near the tank farm. The condition was corrected before it could affect the work. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,No personnel exposure,Line of Fire,Routine,No
V3-1093,Unsafe Condition,Refinery Area A,vehicle movement,"before the evening shutdown, at the Refinery Area A, the inspection team was involved in vehicle movement near the pump area. The worker or crew continued the activity after a required barrier was found to be ineffective. This created a situation involving uncontrolled movement of a suspended load. The activity was paused and the affected equipment was secured.",English,YES,Uncontrolled hazard,Unsafe position observed,Confined Space,Critical,Yes
V3-0135,Unsafe Condition,Production Area B,compressor maintenance,"before the evening shutdown, at the Production Area B, A routine inspection identified a small housekeeping deviation with no personnel exposure. The observation was associated with compressor maintenance near the utility yard. The affected item was outside the active work path. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Line of Fire,Low,No
V3-0187,Unsafe Act,Drilling Site,crane operation,"during routine field activity, at the Drilling Site, a welding crew was involved in crane operation near the electrical room. Before the task progressed, the team inspected the surrounding area before beginning. The approved sequence was followed. The activity continued under the planned controls.",English,NO,No credible precursor identified,Work area controlled,Line of Fire,Routine,No
V3-1445,Near Miss,Pipeline Station 3,compressor maintenance,"before the evening shutdown, at the Pipeline Station 3, a contractor was involved in compressor maintenance near the pipeline corridor. The worker or crew started the task before the required control had been confirmed. This created a situation involving exposure to an energized component. The team withdrew from the area and reassessed the work conditions.",English,YES,Unsafe positioning,Barrier ineffective,Energy Isolation,High,Yes
V3-1047,Unsafe Act,Production Area B,compressor maintenance,"during a planned maintenance window, at the Production Area B, a maintenance technician was involved in compressor maintenance near the maintenance area. The worker or crew continued preparation while a critical control remained incomplete. This created a situation involving loss of separation from operating machinery. The activity was paused and the affected equipment was secured.",English,YES,Energy exposure,Personnel exposed to hazard,Confined Space,High,Yes
V3-1172,Unsafe Condition,Pipeline Station 3,compressor maintenance,"during the morning shift, at the Pipeline Station 3, a welding crew was involved in compressor maintenance near the loading point. The worker or crew positioned personnel closer to the active equipment than permitted. This created a situation involving an unplanned change in the work environment. The supervisor stopped the activity and moved the crew to a safe location.",English,YES,Barrier failure,Control not verified,Hot Work,Critical,Yes
V3-0252,Safety Observation,Loading Terminal,vehicle movement,"during the morning shift, at the Loading Terminal, The crew found minor surface damage on a non-critical component during inspection and reported it for maintenance. The observation was associated with vehicle movement near the valve station. The equipment remained isolated from personnel activity. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Procedure followed,Energy Isolation,Routine,No
V3-1414,Near Miss,Drilling Site,electrical maintenance,"during the afternoon shift, at the Drilling Site, the site team was involved in electrical maintenance near the loading point. The worker or crew continued the activity after a required barrier was found to be ineffective. This created a situation involving temporary loss of a protective barrier. The team withdrew from the area and reassessed the work conditions.",English,YES,Control failure,Personnel exposed to hazard,Hot Work,Critical,Yes
V3-0124,Near Miss,Refinery Area A,crane operation,"during the morning shift, at the Refinery Area A, A routine inspection identified a small housekeeping deviation with no personnel exposure. The observation was associated with crane operation near the pump area. The equipment remained isolated from personnel activity. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Control verified,Confined Space,Low,No
V3-0646,Safety Observation,Loading Terminal,pipeline repair,"shortly after the crew arrived, at the Loading Terminal, a contractor was involved in pipeline repair near the process line. Before the task progressed, the team checked the condition of the lifting equipment. The work area remained controlled. The surrounding conditions remained stable throughout the task.",English,NO,No credible precursor identified,Procedure followed,Confined Space,Low,No
V3-1184,Unsafe Condition,Refinery Area A,pipeline repair,"during the afternoon shift, at the Refinery Area A, the lifting team was involved in pipeline repair near the maintenance area. The worker or crew positioned personnel closer to the active equipment than permitted. This created a situation involving temporary loss of a protective barrier. Work was suspended until the missing control was restored.",English,YES,Barrier failure,Unsafe position observed,Hot Work,High,Yes
V3-0163,Safety Observation,Refinery Area A,vehicle movement,"shortly after the crew arrived, at the Refinery Area A, a welding crew was involved in vehicle movement near the storage area. Before the task progressed, the team confirmed that the access route was clear. The required separation was maintained. The crew completed the activity without a serious exposure.",English,NO,No credible precursor identified,Control verified,Confined Space,Low,No
V3-1173,Unsafe Condition,Pipeline Station 3,lifting operation,"during the afternoon shift, at the Pipeline Station 3, a contractor was involved in lifting operation near the loading point. The worker or crew continued the activity after a required barrier was found to be ineffective. This created a situation involving an unplanned change in the work environment. The team withdrew from the area and reassessed the work conditions.",English,YES,Energy exposure,Unexpected hazard identified,Confined Space,High,Yes
V3-0533,Near Miss,Refinery Area A,tank entry,"before the evening shutdown, at the Refinery Area A, A worker reported a minor equipment defect that did not affect the active task and the item was tagged for follow-up. The observation was associated with tank entry near the compressor bay. The affected item was outside the active work path. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,Precaution confirmed,Confined Space,Low,No
V3-0176,Unsafe Condition,Refinery Area A,vessel cleaning,"shortly after the crew arrived, at the Refinery Area A, the site team was involved in vessel cleaning near the equipment bay. Before the task progressed, the team verified the required authorization. The work area remained controlled. No significant control breakdown was identified.",English,NO,No credible precursor identified,No personnel exposure,Hot Work,Low,No
V3-0044,Unsafe Act,Refinery Area A,crane operation,"at the start of the work period, at the Refinery Area A, A temporary access obstruction was identified and removed before personnel entered the area. The observation was associated with crane operation near the compressor bay. The crew maintained the required separation throughout. The team corrected the issue before normal work continued.",English,NO,No credible precursor identified,No personnel exposure,Hot Work,Routine,No
V3-1398,Unsafe Condition,Gas Processing Unit,tank entry,"during routine field activity, at the Gas Processing Unit, the inspection team was involved in tank entry near the valve station. The worker or crew positioned personnel closer to the active equipment than permitted. This created a situation involving an active energy source that had not been fully controlled. The operation was halted until the required protection was established.",English,YES,Energy exposure,Personnel exposed to hazard,Line of Fire,Critical,Yes
V3-1032,Near Miss,Refinery Area A,grinding,"during the morning shift, at the Refinery Area A, a welding crew was involved in grinding near the tank farm. The worker or crew approached the operating equipment without maintaining the expected separation. This created a situation involving movement of a vehicle through the work area. The area was isolated while the condition was investigated.",English,YES,Unsafe positioning,Control not verified,Energy Isolation,Critical,Yes
