report_id,report_type,site,activity,report_text,language,sif_potential,precursor,evidence,life_saving_rule,priority,human_review
SIF-0236,Unsafe Act,Site D,Welding Near Hydrocarbon Equipment,The report describes a near-miss in Welding Near Hydrocarbon Equipment involving inadequate Hot Work controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Energy exposure,Unsafe positioning or uncontrolled exposure,Hot Work,Critical,Required
SIF-0237,Near-Miss,Site A,Crane Operation,"During Crane Operation, the supervisor verified the relevant Line of Fire control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Required controls verified,Line of Fire,Normal,Not required
SIF-0238,Unsafe Act,Site D,Grinding,Worker started Grinding without confirming effective Hot Work controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Control failure,Barrier failure identified,Hot Work,Critical,Required
SIF-0239,Incident,Site E,Pipeline Repair,"The crew completed Pipeline Repair after confirming permits, barriers, and Energy Isolation requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,No high-consequence exposure identified,Energy Isolation,Low,Not required
SIF-0240,Unsafe Condition,Site E,Grinding,An unsafe act occurred during Grinding; the crew proceeded before confirming Hot Work controls. The event had serious-injury potential despite no major consequence.,English,YES,Incomplete permit/control,Permit/control verification incomplete,Hot Work,Critical,Required
SIF-0241,Incident,Site A,Welding Near Hydrocarbon Equipment,Routine Welding Near Hydrocarbon Equipment was completed with the required Hot Work controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Personnel maintained safe position,Hot Work,Low,Not required
SIF-0242,Unsafe Condition,Site F,Vessel Cleaning,Worker started Vessel Cleaning without confirming effective Confined Space controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Unsafe positioning,Personnel exposed to high-energy hazard,Confined Space,Critical,Required
SIF-0243,Unsafe Condition,Site E,Vessel Cleaning,A routine inspection of Vessel Cleaning found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Personnel maintained safe position,Confined Space,Normal,Not required
SIF-0244,Near-Miss,Site D,Electrical Maintenance,Worker started Electrical Maintenance without confirming effective Energy Isolation controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Control failure,Near-miss with serious consequence potential,Energy Isolation,Critical,Required
SIF-0245,Incident,Site A,Lifting Operation,A routine inspection of Lifting Operation found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Personnel maintained safe position,Line of Fire,Low,Not required
SIF-0246,Unsafe Condition,Site A,Lifting Operation,An unsafe act occurred during Lifting Operation; the crew proceeded before confirming Line of Fire controls. The event had serious-injury potential despite no major consequence.,English,YES,Barrier failure,Barrier failure identified,Line of Fire,Critical,Required
SIF-0247,Unsafe Act,Site F,Crane Operation,A routine inspection of Crane Operation found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Line of Fire,Normal,Not required
SIF-0248,Unsafe Act,Site B,Lifting Operation,A barrier failure was identified during Lifting Operation. The missing or ineffective Line of Fire control left workers exposed to a high-consequence hazard.,English,YES,Control failure,Permit/control verification incomplete,Line of Fire,Critical,Required
SIF-0249,Unsafe Condition,Site C,Lifting Operation,"During Lifting Operation, the team followed the approved procedure and confirmed Line of Fire controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Personnel maintained safe position,Line of Fire,Normal,Not required
SIF-0250,Unsafe Condition,Site B,Tank Entry,A near-miss was observed during Tank Entry when Confined Space precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Control failure,Required control was missing or not verified,Confined Space,Critical,Required
SIF-0251,Unsafe Act,Site E,Vessel Cleaning,The report records a normal safety observation during Vessel Cleaning. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Personnel maintained safe position,Confined Space,Low,Not required
SIF-0252,Unsafe Condition,Site D,Crane Operation,A near-miss was observed during Crane Operation when Line of Fire precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Uncontrolled hazard,Personnel exposed to high-energy hazard,Line of Fire,High,Required
SIF-0253,Incident,Site A,Grinding,A routine inspection of Grinding found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Routine observation with effective controls,Hot Work,Low,Not required
SIF-0254,Near-Miss,Site E,Grinding,The report describes a near-miss in Grinding involving inadequate Hot Work controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Energy exposure,Personnel exposed to high-energy hazard,Hot Work,High,Required
SIF-0255,Near-Miss,Site B,Grinding,The report records a normal safety observation during Grinding. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Hot Work,Normal,Not required
SIF-0256,Incident,Site C,Grinding,A barrier failure was identified during Grinding. The missing or ineffective Hot Work control left workers exposed to a high-consequence hazard.,English,YES,Incomplete permit/control,Personnel exposed to high-energy hazard,Hot Work,High,Required
SIF-0257,Unsafe Act,Site C,Welding Near Hydrocarbon Equipment,The report records a normal safety observation during Welding Near Hydrocarbon Equipment. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Hot Work,Normal,Not required
SIF-0258,Unsafe Act,Site A,Vessel Cleaning,"During inspection of Vessel Cleaning, personnel were found within a hazardous exposure zone without adequate Confined Space protection. Immediate correction was required.",English,YES,Energy exposure,Required control was missing or not verified,Confined Space,High,Required
SIF-0259,Unsafe Condition,Site E,Grinding,A planned Grinding task was completed with appropriate supervision and documented Hot Work controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Hot Work,Low,Not required
SIF-0260,Near-Miss,Site D,Tank Entry,Worker started Tank Entry without confirming effective Confined Space controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Unsafe positioning,Unsafe positioning or uncontrolled exposure,Confined Space,High,Required
SIF-0261,Unsafe Condition,Site C,Vessel Cleaning,"The crew completed Vessel Cleaning after confirming permits, barriers, and Confined Space requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Required controls verified,Confined Space,Normal,Not required
SIF-0262,Near-Miss,Site A,Tank Entry,"During Tank Entry, the required Confined Space control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Barrier failure,Near-miss with serious consequence potential,Confined Space,Critical,Required
SIF-0263,Near-Miss,Site A,Welding Near Hydrocarbon Equipment,A planned Welding Near Hydrocarbon Equipment task was completed with appropriate supervision and documented Hot Work controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Hot Work,Low,Not required
SIF-0264,Unsafe Act,Site D,Grinding,"During Grinding, the required Hot Work control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Barrier failure,Required control was missing or not verified,Hot Work,Critical,Required
SIF-0265,Incident,Site E,Welding Near Hydrocarbon Equipment,Routine Welding Near Hydrocarbon Equipment was completed with the required Hot Work controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Personnel maintained safe position,Hot Work,Low,Not required
SIF-0266,Unsafe Act,Site A,Vehicle Movement,The team was preparing for Vehicle Movement while the Line of Fire control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Control failure,Unsafe positioning or uncontrolled exposure,Line of Fire,Critical,Required
SIF-0267,Unsafe Act,Site D,Pipeline Repair,The report records a normal safety observation during Pipeline Repair. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Energy Isolation,Low,Not required
SIF-0268,Incident,Site C,Welding Near Hydrocarbon Equipment,Worker started Welding Near Hydrocarbon Equipment without confirming effective Hot Work controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Barrier failure,Permit/control verification incomplete,Hot Work,Critical,Required
SIF-0269,Unsafe Condition,Site D,Crane Operation,The report records a normal safety observation during Crane Operation. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Line of Fire,Low,Not required
SIF-0270,Unsafe Act,Site C,Vessel Cleaning,Worker started Vessel Cleaning without confirming effective Confined Space controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Control failure,Unsafe positioning or uncontrolled exposure,Confined Space,Critical,Required
SIF-0271,Near-Miss,Site C,Electrical Maintenance,The report records a normal safety observation during Electrical Maintenance. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Required controls verified,Energy Isolation,Normal,Not required
SIF-0272,Unsafe Condition,Site C,Pipeline Repair,"During Pipeline Repair, the required Energy Isolation control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Barrier failure,Permit/control verification incomplete,Energy Isolation,Critical,Required
SIF-0273,Near-Miss,Site C,Compressor Maintenance,A planned Compressor Maintenance task was completed with appropriate supervision and documented Energy Isolation controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Low,Not required
SIF-0274,Incident,Site F,Grinding,A near-miss was observed during Grinding when Hot Work precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Uncontrolled hazard,Personnel exposed to high-energy hazard,Hot Work,High,Required
SIF-0275,Near-Miss,Site A,Grinding,"During Grinding, the team followed the approved procedure and confirmed Hot Work controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Required controls verified,Hot Work,Low,Not required
SIF-0276,Near-Miss,Site C,Compressor Maintenance,A barrier failure was identified during Compressor Maintenance. The missing or ineffective Energy Isolation control left workers exposed to a high-consequence hazard.,English,YES,Energy exposure,Permit/control verification incomplete,Energy Isolation,Critical,Required
SIF-0277,Unsafe Condition,Site F,Compressor Maintenance,A routine inspection of Compressor Maintenance found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Personnel maintained safe position,Energy Isolation,Low,Not required
SIF-0278,Unsafe Act,Site C,Lifting Operation,An unsafe act occurred during Lifting Operation; the crew proceeded before confirming Line of Fire controls. The event had serious-injury potential despite no major consequence.,English,YES,Uncontrolled hazard,Unsafe positioning or uncontrolled exposure,Line of Fire,Critical,Required
SIF-0279,Near-Miss,Site D,Grinding,"During Grinding, the team followed the approved procedure and confirmed Hot Work controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Hot Work,Normal,Not required
SIF-0280,Near-Miss,Site E,Lifting Operation,"During Lifting Operation, the required Line of Fire control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Control failure,Near-miss with serious consequence potential,Line of Fire,Critical,Required
SIF-0281,Unsafe Condition,Site E,Electrical Maintenance,"During Electrical Maintenance, the supervisor verified the relevant Energy Isolation control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Personnel maintained safe position,Energy Isolation,Normal,Not required
SIF-0282,Near-Miss,Site A,Pipeline Repair,"During inspection of Pipeline Repair, personnel were found within a hazardous exposure zone without adequate Energy Isolation protection. Immediate correction was required.",English,YES,Incomplete permit/control,Barrier failure identified,Energy Isolation,Critical,Required
SIF-0283,Incident,Site B,Electrical Maintenance,A routine inspection of Electrical Maintenance found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Energy Isolation,Low,Not required
SIF-0284,Incident,Site E,Lifting Operation,"During inspection of Lifting Operation, personnel were found within a hazardous exposure zone without adequate Line of Fire protection. Immediate correction was required.",English,YES,Control failure,Near-miss with serious consequence potential,Line of Fire,High,Required
SIF-0285,Unsafe Condition,Site C,Electrical Maintenance,Routine Electrical Maintenance was completed with the required Energy Isolation controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Approved procedure followed,Energy Isolation,Normal,Not required
SIF-0286,Unsafe Act,Site B,Compressor Maintenance,The team was preparing for Compressor Maintenance while the Energy Isolation control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Energy exposure,Near-miss with serious consequence potential,Energy Isolation,Critical,Required
SIF-0287,Unsafe Act,Site E,Electrical Maintenance,"During Electrical Maintenance, the supervisor verified the relevant Energy Isolation control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Approved procedure followed,Energy Isolation,Normal,Not required
SIF-0288,Incident,Site C,Lifting Operation,"During Lifting Operation, the required Line of Fire control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Incomplete permit/control,Permit/control verification incomplete,Line of Fire,High,Required
SIF-0289,Near-Miss,Site D,Lifting Operation,The report records a normal safety observation during Lifting Operation. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Personnel maintained safe position,Line of Fire,Low,Not required
SIF-0290,Unsafe Condition,Site A,Pipeline Repair,The report describes a near-miss in Pipeline Repair involving inadequate Energy Isolation controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Incomplete permit/control,Permit/control verification incomplete,Energy Isolation,Critical,Required
SIF-0291,Near-Miss,Site C,Pipeline Repair,The report records a normal safety observation during Pipeline Repair. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Energy Isolation,Low,Not required
SIF-0292,Incident,Site C,Crane Operation,The team was preparing for Crane Operation while the Line of Fire control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Control failure,Required control was missing or not verified,Line of Fire,High,Required
SIF-0293,Incident,Site B,Grinding,Routine Grinding was completed with the required Hot Work controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Hot Work,Normal,Not required
SIF-0294,Unsafe Act,Site F,Lifting Operation,"During inspection of Lifting Operation, personnel were found within a hazardous exposure zone without adequate Line of Fire protection. Immediate correction was required.",English,YES,Uncontrolled hazard,Barrier failure identified,Line of Fire,High,Required
SIF-0295,Unsafe Condition,Site C,Welding Near Hydrocarbon Equipment,Routine Welding Near Hydrocarbon Equipment was completed with the required Hot Work controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Approved procedure followed,Hot Work,Low,Not required
SIF-0296,Unsafe Act,Site D,Tank Entry,An unsafe act occurred during Tank Entry; the crew proceeded before confirming Confined Space controls. The event had serious-injury potential despite no major consequence.,English,YES,Unsafe positioning,Permit/control verification incomplete,Confined Space,Critical,Required
SIF-0297,Unsafe Act,Site B,Vessel Cleaning,Routine Vessel Cleaning was completed with the required Confined Space controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Personnel maintained safe position,Confined Space,Normal,Not required
SIF-0298,Incident,Site E,Grinding,A barrier failure was identified during Grinding. The missing or ineffective Hot Work control left workers exposed to a high-consequence hazard.,English,YES,Barrier failure,Permit/control verification incomplete,Hot Work,High,Required
SIF-0299,Unsafe Act,Site F,Lifting Operation,"The crew completed Lifting Operation after confirming permits, barriers, and Line of Fire requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Line of Fire,Normal,Not required
SIF-0300,Unsafe Condition,Site E,Welding Near Hydrocarbon Equipment,A near-miss was observed during Welding Near Hydrocarbon Equipment when Hot Work precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Control failure,Unsafe positioning or uncontrolled exposure,Hot Work,High,Required
SIF-0301,Near-Miss,Site B,Vessel Cleaning,"During Vessel Cleaning, the team followed the approved procedure and confirmed Confined Space controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Approved procedure followed,Confined Space,Normal,Not required
SIF-0302,Near-Miss,Site C,Tank Entry,"During Tank Entry, the required Confined Space control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Uncontrolled hazard,Barrier failure identified,Confined Space,High,Required
SIF-0303,Unsafe Condition,Site C,Vessel Cleaning,The report records a normal safety observation during Vessel Cleaning. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Personnel maintained safe position,Confined Space,Low,Not required
SIF-0304,Unsafe Condition,Site F,Vessel Cleaning,A near-miss was observed during Vessel Cleaning when Confined Space precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Incomplete permit/control,Personnel exposed to high-energy hazard,Confined Space,Critical,Required
SIF-0305,Unsafe Act,Site A,Compressor Maintenance,Routine Compressor Maintenance was completed with the required Energy Isolation controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Normal,Not required
SIF-0306,Incident,Site E,Tank Entry,Worker started Tank Entry without confirming effective Confined Space controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Uncontrolled hazard,Unsafe positioning or uncontrolled exposure,Confined Space,Critical,Required
SIF-0307,Unsafe Condition,Site D,Vehicle Movement,A planned Vehicle Movement task was completed with appropriate supervision and documented Line of Fire controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Routine observation with effective controls,Line of Fire,Normal,Not required
SIF-0308,Unsafe Act,Site D,Vehicle Movement,Worker started Vehicle Movement without confirming effective Line of Fire controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Unsafe positioning,Personnel exposed to high-energy hazard,Line of Fire,Critical,Required
SIF-0309,Unsafe Condition,Site D,Grinding,A routine inspection of Grinding found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Hot Work,Low,Not required
SIF-0310,Near-Miss,Site F,Lifting Operation,An unsafe act occurred during Lifting Operation; the crew proceeded before confirming Line of Fire controls. The event had serious-injury potential despite no major consequence.,English,YES,Energy exposure,Unsafe positioning or uncontrolled exposure,Line of Fire,High,Required
SIF-0311,Unsafe Act,Site E,Vessel Cleaning,A routine inspection of Vessel Cleaning found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Approved procedure followed,Confined Space,Normal,Not required
SIF-0312,Incident,Site C,Pipeline Repair,The team was preparing for Pipeline Repair while the Energy Isolation control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Control failure,Personnel exposed to high-energy hazard,Energy Isolation,High,Required
SIF-0313,Incident,Site D,Vehicle Movement,"During Vehicle Movement, the team followed the approved procedure and confirmed Line of Fire controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Approved procedure followed,Line of Fire,Normal,Not required
SIF-0314,Near-Miss,Site F,Crane Operation,The team was preparing for Crane Operation while the Line of Fire control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Incomplete permit/control,Personnel exposed to high-energy hazard,Line of Fire,Critical,Required
SIF-0315,Near-Miss,Site D,Grinding,"The crew completed Grinding after confirming permits, barriers, and Hot Work requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Required controls verified,Hot Work,Low,Not required
SIF-0316,Incident,Site E,Electrical Maintenance,The team was preparing for Electrical Maintenance while the Energy Isolation control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Control failure,Personnel exposed to high-energy hazard,Energy Isolation,Critical,Required
SIF-0317,Incident,Site C,Compressor Maintenance,"During Compressor Maintenance, the supervisor verified the relevant Energy Isolation control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Normal,Not required
SIF-0318,Unsafe Act,Site E,Vehicle Movement,"During Vehicle Movement, the required Line of Fire control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Energy exposure,Unsafe positioning or uncontrolled exposure,Line of Fire,High,Required
SIF-0319,Near-Miss,Site D,Lifting Operation,Routine Lifting Operation was completed with the required Line of Fire controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Line of Fire,Low,Not required
SIF-0320,Unsafe Condition,Site E,Crane Operation,An unsafe act occurred during Crane Operation; the crew proceeded before confirming Line of Fire controls. The event had serious-injury potential despite no major consequence.,English,YES,Control failure,Permit/control verification incomplete,Line of Fire,Critical,Required
SIF-0321,Incident,Site E,Electrical Maintenance,A planned Electrical Maintenance task was completed with appropriate supervision and documented Energy Isolation controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Energy Isolation,Normal,Not required
SIF-0322,Unsafe Act,Site F,Crane Operation,A near-miss was observed during Crane Operation when Line of Fire precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Energy exposure,Required control was missing or not verified,Line of Fire,Critical,Required
SIF-0323,Near-Miss,Site E,Lifting Operation,A planned Lifting Operation task was completed with appropriate supervision and documented Line of Fire controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Approved procedure followed,Line of Fire,Low,Not required
SIF-0324,Incident,Site E,Crane Operation,Worker started Crane Operation without confirming effective Line of Fire controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Barrier failure,Required control was missing or not verified,Line of Fire,High,Required
SIF-0325,Incident,Site D,Lifting Operation,"During Lifting Operation, the team followed the approved procedure and confirmed Line of Fire controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,No high-consequence exposure identified,Line of Fire,Low,Not required
SIF-0326,Near-Miss,Site E,Lifting Operation,A near-miss was observed during Lifting Operation when Line of Fire precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Incomplete permit/control,Unsafe positioning or uncontrolled exposure,Line of Fire,Critical,Required
SIF-0327,Incident,Site E,Lifting Operation,The report records a normal safety observation during Lifting Operation. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Line of Fire,Normal,Not required
SIF-0328,Near-Miss,Site A,Grinding,An unsafe act occurred during Grinding; the crew proceeded before confirming Hot Work controls. The event had serious-injury potential despite no major consequence.,English,YES,Unsafe positioning,Near-miss with serious consequence potential,Hot Work,High,Required
SIF-0329,Unsafe Act,Site C,Crane Operation,"During Crane Operation, the supervisor verified the relevant Line of Fire control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Line of Fire,Normal,Not required
SIF-0330,Unsafe Condition,Site E,Crane Operation,Worker started Crane Operation without confirming effective Line of Fire controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Barrier failure,Permit/control verification incomplete,Line of Fire,Critical,Required
SIF-0331,Incident,Site F,Vessel Cleaning,"During Vessel Cleaning, the team followed the approved procedure and confirmed Confined Space controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Routine observation with effective controls,Confined Space,Low,Not required
SIF-0332,Unsafe Act,Site E,Compressor Maintenance,The team was preparing for Compressor Maintenance while the Energy Isolation control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Energy exposure,Required control was missing or not verified,Energy Isolation,Critical,Required
SIF-0333,Incident,Site B,Electrical Maintenance,The report records a normal safety observation during Electrical Maintenance. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Approved procedure followed,Energy Isolation,Normal,Not required
SIF-0334,Incident,Site E,Vessel Cleaning,Worker started Vessel Cleaning without confirming effective Confined Space controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Incomplete permit/control,Near-miss with serious consequence potential,Confined Space,High,Required
SIF-0335,Near-Miss,Site E,Tank Entry,The report records a normal safety observation during Tank Entry. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Confined Space,Normal,Not required
SIF-0336,Incident,Site B,Lifting Operation,An unsafe act occurred during Lifting Operation; the crew proceeded before confirming Line of Fire controls. The event had serious-injury potential despite no major consequence.,English,YES,Uncontrolled hazard,Permit/control verification incomplete,Line of Fire,Critical,Required
SIF-0337,Incident,Site E,Vehicle Movement,"During Vehicle Movement, the team followed the approved procedure and confirmed Line of Fire controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Approved procedure followed,Line of Fire,Normal,Not required
SIF-0338,Unsafe Condition,Site C,Vessel Cleaning,"During inspection of Vessel Cleaning, personnel were found within a hazardous exposure zone without adequate Confined Space protection. Immediate correction was required.",English,YES,Uncontrolled hazard,Barrier failure identified,Confined Space,High,Required
SIF-0339,Incident,Site C,Grinding,A routine inspection of Grinding found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Hot Work,Normal,Not required
SIF-0340,Incident,Site A,Vehicle Movement,A barrier failure was identified during Vehicle Movement. The missing or ineffective Line of Fire control left workers exposed to a high-consequence hazard.,English,YES,Energy exposure,Barrier failure identified,Line of Fire,High,Required
SIF-0341,Unsafe Act,Site C,Compressor Maintenance,A routine inspection of Compressor Maintenance found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Energy Isolation,Normal,Not required
SIF-0342,Unsafe Condition,Site B,Grinding,"During inspection of Grinding, personnel were found within a hazardous exposure zone without adequate Hot Work protection. Immediate correction was required.",English,YES,Barrier failure,Permit/control verification incomplete,Hot Work,Critical,Required
SIF-0343,Unsafe Condition,Site E,Pipeline Repair,"During Pipeline Repair, the team followed the approved procedure and confirmed Energy Isolation controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Required controls verified,Energy Isolation,Low,Not required
SIF-0344,Unsafe Act,Site A,Tank Entry,A barrier failure was identified during Tank Entry. The missing or ineffective Confined Space control left workers exposed to a high-consequence hazard.,English,YES,Control failure,Barrier failure identified,Confined Space,Critical,Required
SIF-0345,Unsafe Condition,Site A,Welding Near Hydrocarbon Equipment,"The crew completed Welding Near Hydrocarbon Equipment after confirming permits, barriers, and Hot Work requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Routine observation with effective controls,Hot Work,Normal,Not required
SIF-0346,Unsafe Condition,Site F,Grinding,"During inspection of Grinding, personnel were found within a hazardous exposure zone without adequate Hot Work protection. Immediate correction was required.",English,YES,Uncontrolled hazard,Barrier failure identified,Hot Work,Critical,Required
SIF-0347,Unsafe Condition,Site A,Compressor Maintenance,"During Compressor Maintenance, the supervisor verified the relevant Energy Isolation control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Low,Not required
SIF-0348,Unsafe Condition,Site D,Welding Near Hydrocarbon Equipment,Worker started Welding Near Hydrocarbon Equipment without confirming effective Hot Work controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Barrier failure,Unsafe positioning or uncontrolled exposure,Hot Work,Critical,Required
SIF-0349,Unsafe Act,Site A,Vehicle Movement,A routine inspection of Vehicle Movement found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Line of Fire,Low,Not required
SIF-0350,Incident,Site C,Lifting Operation,The report describes a near-miss in Lifting Operation involving inadequate Line of Fire controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Energy exposure,Personnel exposed to high-energy hazard,Line of Fire,Critical,Required
SIF-0351,Near-Miss,Site A,Tank Entry,"During Tank Entry, the team followed the approved procedure and confirmed Confined Space controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Routine observation with effective controls,Confined Space,Normal,Not required
SIF-0352,Unsafe Condition,Site F,Vehicle Movement,Worker started Vehicle Movement without confirming effective Line of Fire controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Energy exposure,Near-miss with serious consequence potential,Line of Fire,Critical,Required
SIF-0353,Unsafe Condition,Site F,Crane Operation,"During Crane Operation, the team followed the approved procedure and confirmed Line of Fire controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,No high-consequence exposure identified,Line of Fire,Normal,Not required
